number_of_vehicles,number_of_casualties,day_of_week,time,local_authority_district,speed_limit,junction_detail,pedestrian_crossing_physical_facilities,light_conditions,road_surface_conditions,urban_or_rural_area,sex_of_casualty,age_band_of_casualty,casualty_severity,casualty_home_area_type,casualty_imd_decile,Year,Month,Day,wind_conditions,weather_conditions_Fine,weather_conditions_Fog or mist,weather_conditions_Other,weather_conditions_Raining,weather_conditions_Snowing,casualty_type_Car driver,casualty_type_Car front seat passenger,casualty_type_Car rear seat passenger,casualty_type_Cyclist,casualty_type_Goods vehicle driver,casualty_type_Goods vehicle passenger,casualty_type_Motorcycle passenger,casualty_type_Motorcycle rider,casualty_type_Other vehicle occupant,casualty_type_Pedestrian,casualty_type_Public transport driver,casualty_type_Public transport passenger
1,1,4,12,3,30,0,0,0,0,0,0,10,0,0,6,2019,1,18,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,1,3,17,3,30,1,0,0,0,0,0,5,0,1,0,2019,6,20,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,5,6,3,30,0,0,1,1,0,0,5,1,0,0,2018,2,10,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,1,20,3,30,0,0,1,0,0,0,2,1,1,0,2018,9,18,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,1,3,13,3,30,1,0,0,0,0,0,5,0,0,1,2021,11,25,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,3,17,1,40,0,0,0,0,1,0,4,1,0,0,2018,8,23,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,2,0,16,0,30,1,0,0,0,0,0,6,0,0,1,2020,7,20,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,2,0,16,0,30,1,0,0,0,0,0,6,0,0,1,2020,7,20,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,5,17,3,30,1,0,1,1,0,0,8,0,1,0,2019,1,5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,2,1,12,2,30,1,0,0,0,1,1,8,0,1,6,2021,11,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,1,12,2,30,1,0,0,0,1,1,8,0,1,6,2021,11,30,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,13,0,60,0,0,0,1,1,1,6,0,0,0,2021,7,12,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,5,14,3,30,0,0,0,1,1,1,8,0,0,1,2022,2,5,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,7,8,2,70,1,0,0,1,0,1,9,0,0,8,2018,2,11,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1,2,7,8,2,70,1,0,0,1,0,1,9,0,0,8,2018,2,11,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
3,2,0,21,3,40,0,0,1,0,0,0,4,0,1,0,2022,4,25,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,0,21,3,40,0,0,1,0,0,0,4,0,1,0,2022,4,25,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,7,1,30,0,0,0,0,0,0,5,1,0,0,2020,10,15,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,5,7,2,70,1,0,0,0,1,0,3,0,1,7,2019,1,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,22,3,30,0,0,1,1,0,0,6,0,0,6,2020,2,26,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,0,9,2,60,1,0,0,1,0,0,6,0,0,2,2021,5,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,9,2,60,1,0,0,1,0,0,6,0,0,2,2021,5,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,9,0,30,1,0,0,1,0,0,6,1,0,2,2020,12,25,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,5,18,1,30,0,0,0,0,0,0,2,0,0,6,2019,8,24,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,3,17,0,30,1,0,0,0,0,0,2,1,0,0,2018,4,19,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,5,18,0,60,1,0,0,0,1,1,3,0,0,2,2018,3,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,14,3,40,0,0,0,0,0,0,5,0,0,9,2022,1,13,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,14,0,30,0,0,0,1,1,1,6,0,1,0,2022,12,17,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,2,5,5,0,30,0,1,1,1,0,0,3,0,0,0,2019,10,19,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,5,5,0,30,0,1,1,1,0,0,3,0,0,0,2019,10,19,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,23,2,40,1,0,1,1,0,0,5,1,0,6,2019,11,22,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,3,2,13,1,30,0,0,0,0,0,1,8,0,0,0,2022,7,27,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,3,2,13,1,30,0,0,0,0,0,1,8,0,0,0,2022,7,27,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,3,2,13,1,30,0,0,0,0,0,1,8,0,0,0,2022,7,27,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,2,0,13,0,30,1,0,0,0,0,0,6,0,0,3,2018,4,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,13,0,30,1,0,0,0,0,0,6,0,0,3,2018,4,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,20,3,30,0,0,0,0,0,1,6,0,1,0,2022,5,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,1,9,2,40,1,0,0,0,0,0,6,0,0,7,2021,12,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,1,9,2,40,1,0,0,0,0,0,6,0,0,7,2021,12,21,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,5,12,2,30,0,0,0,1,0,0,7,0,0,5,2019,11,16,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
3,1,0,7,2,30,0,0,0,1,0,1,5,0,0,7,2018,4,9,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,23,2,60,0,0,2,0,1,1,7,1,0,2,2022,11,9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,17,3,30,0,0,0,0,0,0,5,0,0,4,2020,9,19,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,2,10,2,40,0,0,0,1,0,1,8,0,1,2,2019,11,27,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,2,0,6,3,30,0,0,1,1,0,0,6,0,1,0,2020,12,14,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,6,3,30,0,0,1,1,0,0,6,0,1,0,2020,12,14,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,0,14,2,30,1,1,0,0,1,1,2,1,0,7,2022,6,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,0,14,2,30,1,1,0,0,1,1,2,1,0,7,2022,6,6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,1,16,1,40,0,1,0,1,0,1,4,0,0,3,2021,9,14,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,7,3,30,0,0,0,0,0,1,6,0,0,5,2022,7,6,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,5,19,0,30,1,0,1,1,0,0,3,0,0,0,2019,3,2,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,7,1,2,30,1,0,1,1,0,0,3,0,0,0,2020,8,23,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,21,3,30,1,0,1,0,0,1,5,0,1,0,2019,2,27,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,7,12,2,70,1,0,0,0,1,0,7,0,0,7,2021,3,14,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,4,19,3,30,0,0,1,0,0,0,6,0,0,2,2020,11,27,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,2,3,23,2,70,0,0,2,0,1,1,6,0,0,0,2018,1,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,3,23,2,70,0,0,2,0,1,1,6,0,0,0,2018,1,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,7,13,3,30,0,0,0,0,0,1,5,0,1,4,2021,12,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,4,19,3,30,1,0,0,0,0,1,1,0,1,0,2021,6,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,4,17,0,30,0,0,0,0,0,0,3,0,0,7,2021,9,24,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,2,17,2,30,1,1,0,0,0,0,3,0,0,5,2018,7,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,4,23,2,40,0,0,1,0,0,0,5,1,0,1,2022,2,25,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,3,9,2,30,0,0,0,1,1,1,5,0,0,0,2018,12,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,19,3,30,0,1,0,0,0,1,5,0,1,0,2018,6,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,1,11,2,20,0,0,2,1,0,0,10,1,1,6,2022,11,15,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,2,16,0,50,1,0,0,0,1,0,3,0,0,6,2020,9,9,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,1,4,17,3,20,0,0,0,0,0,1,2,0,1,0,2020,2,7,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,4,3,20,3,40,0,1,1,1,0,0,5,1,1,6,2019,10,31,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,4,3,20,3,40,0,1,1,1,0,0,5,1,1,6,2019,10,31,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,4,3,20,3,40,0,1,1,1,0,0,5,1,1,6,2019,10,31,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,4,3,20,3,40,0,1,1,1,0,0,5,1,1,6,2019,10,31,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,3,16,2,60,0,0,0,0,1,1,3,1,0,1,2018,2,22,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,3,16,2,60,0,0,0,0,1,1,3,1,0,1,2018,2,22,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,3,16,2,60,0,0,0,0,1,1,3,1,0,1,2018,2,22,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,16,0,60,1,0,1,0,1,1,5,0,0,4,2018,11,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,1,8,3,30,0,1,0,1,1,1,7,0,1,4,2018,9,4,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,22,0,30,1,0,1,0,0,1,3,0,0,1,2018,8,5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,1,8,2,60,0,0,0,1,1,0,8,0,1,6,2019,12,24,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,4,8,3,30,1,0,0,2,0,1,5,1,0,4,2018,1,19,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,0,17,0,30,1,0,0,0,0,0,5,0,1,0,2020,3,30,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,3,19,1,30,0,0,2,1,1,1,6,1,0,3,2021,2,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,7,3,3,20,1,0,1,1,0,0,4,0,0,4,2021,12,12,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,7,3,3,20,1,0,1,1,0,0,4,0,0,4,2021,12,12,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,2,12,1,40,0,1,0,0,1,0,9,0,0,7,2021,2,17,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,3,1,20,1,30,0,0,1,1,0,1,5,0,0,4,2018,1,2,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,1,20,1,30,0,0,1,1,0,1,5,0,0,4,2018,1,2,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,1,20,1,30,0,0,1,1,0,1,5,0,0,4,2018,1,2,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,3,15,1,30,1,0,0,0,1,0,10,1,0,7,2020,1,9,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,16,3,30,0,1,0,0,0,1,6,0,1,0,2021,3,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3,1,3,6,1,40,1,0,1,0,0,1,6,0,0,3,2021,11,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,17,2,40,1,0,0,0,0,1,4,1,0,7,2022,7,16,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,3,14,1,20,1,0,0,1,0,1,7,0,0,2,2019,11,21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,0,5,0,30,0,0,2,0,1,0,7,1,0,1,2022,8,8,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,2,18,3,30,1,0,1,0,1,1,10,0,1,9,2020,1,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,0,19,1,70,1,0,1,1,1,1,5,1,0,0,2021,12,13,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,15,3,30,1,0,0,0,0,0,6,0,1,0,2019,12,8,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,0,17,0,30,0,0,1,0,0,1,8,1,0,4,2021,12,20,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,1,12,2,30,0,0,0,0,0,0,3,0,1,0,2021,7,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,1,12,2,30,0,0,0,0,0,0,3,0,1,0,2021,7,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,10,3,70,1,0,0,0,0,0,8,0,1,7,2021,4,17,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,5,10,3,70,1,0,0,0,0,0,8,0,1,7,2021,4,17,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,14,3,20,1,0,0,1,0,1,1,0,1,1,2020,2,20,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1,7,1,1,60,0,0,1,0,1,0,6,0,0,7,2022,7,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,11,3,30,0,0,0,0,0,0,7,0,0,1,2019,8,25,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,3,19,1,30,0,0,1,0,0,0,6,0,0,7,2021,2,11,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,3,19,1,30,0,0,1,0,0,0,6,0,0,7,2021,2,11,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,3,17,0,30,0,0,1,0,1,0,7,0,0,0,2019,11,21,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,2,0,14,3,30,0,0,0,0,0,1,6,0,0,9,2021,5,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,14,3,30,0,0,0,0,0,1,6,0,0,9,2021,5,24,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,7,1,1,40,1,0,2,0,1,0,6,1,0,1,2020,11,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,15,3,30,0,0,0,0,0,0,9,1,0,6,2018,4,25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,3,21,3,30,1,0,1,0,1,0,5,1,0,9,2021,9,23,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,2,18,1,30,0,0,1,1,0,0,5,1,0,1,2018,1,17,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,2,18,1,30,0,0,1,1,0,0,5,1,0,1,2018,1,17,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,2,18,3,30,0,0,0,0,0,0,8,1,0,6,2019,9,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,2,18,3,30,0,0,0,0,0,0,8,1,0,6,2019,9,11,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,3,10,2,30,0,1,0,0,0,1,5,1,1,0,2018,9,6,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,22,2,30,0,1,1,0,0,0,8,1,0,0,2019,4,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,7,11,2,60,0,0,0,0,1,1,7,0,1,6,2021,9,5,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,0,9,3,30,0,0,0,0,0,1,6,0,1,0,2018,9,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,3,11,0,30,1,0,0,1,0,0,5,1,0,0,2020,2,20,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,3,8,1,30,1,0,0,0,0,0,2,1,0,1,2019,6,20,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,4,12,1,40,1,0,0,0,1,0,8,0,0,3,2018,10,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,2,4,12,1,40,1,0,0,0,1,0,8,0,0,3,2018,10,26,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,8,3,30,0,0,0,1,0,0,5,0,1,0,2019,2,20,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,1,7,1,50,0,0,0,0,1,0,5,1,0,0,2018,10,9,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,4,0,0,3,50,1,0,1,0,1,0,6,0,0,2,2021,8,30,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,4,0,0,3,50,1,0,1,0,1,0,6,0,0,2,2021,8,30,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,4,0,0,3,50,1,0,1,0,1,0,6,0,0,2,2021,8,30,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,4,0,0,3,50,1,0,1,0,1,0,6,0,0,2,2021,8,30,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,5,19,3,30,1,0,1,1,1,0,7,1,0,0,2022,10,22,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,3,21,0,40,1,1,1,0,0,0,3,1,0,3,2021,2,25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,4,14,0,30,1,0,0,0,0,0,6,0,0,2,2019,11,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,5,8,0,60,1,0,0,0,1,0,6,0,1,6,2020,3,28,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,5,8,0,60,1,0,0,0,1,0,6,0,1,6,2020,3,28,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,5,8,0,60,1,0,0,0,1,0,6,0,1,6,2020,3,28,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,7,17,3,40,1,0,0,0,0,0,6,0,0,2,2022,3,27,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,2,17,2,20,1,1,0,0,0,0,0,0,0,0,2022,3,9,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,5,19,1,30,0,0,1,1,0,0,8,0,0,7,2020,1,18,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,1,7,11,1,30,1,0,0,0,0,0,4,0,0,0,2022,5,15,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,1,16,2,40,1,0,0,0,1,0,5,0,0,6,2020,4,21,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3,4,4,8,2,40,1,1,0,0,1,0,2,0,0,1,2019,6,28,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,4,4,8,2,40,1,1,0,0,1,0,2,0,0,1,2019,6,28,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,4,4,8,2,40,1,1,0,0,1,0,2,0,0,1,2019,6,28,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,4,4,8,2,40,1,1,0,0,1,0,2,0,0,1,2019,6,28,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,4,20,0,30,1,0,1,1,0,0,5,1,0,1,2019,10,18,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,2,3,30,1,0,1,0,0,0,4,0,0,9,2018,6,19,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,0,0,40,1,0,2,1,1,0,6,0,0,2,2018,12,3,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2,1,3,19,2,30,0,0,1,1,0,0,5,0,0,0,2020,1,9,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,3,0,10,2,50,0,0,0,1,1,0,9,1,1,6,2018,11,19,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,0,10,2,50,0,0,0,1,1,0,9,1,1,6,2018,11,19,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,0,10,2,50,0,0,0,1,1,0,9,1,1,6,2018,11,19,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,2,1,1,30,1,0,1,1,0,0,2,1,1,8,2020,2,26,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
3,2,3,12,3,40,1,0,2,0,0,1,6,0,0,5,2020,8,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,2,3,12,3,40,1,0,2,0,0,1,6,0,0,5,2020,8,20,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,12,0,30,0,1,0,0,0,1,10,0,0,8,2022,11,12,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,5,22,3,30,0,0,1,0,0,1,5,1,0,5,2019,9,7,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,5,23,3,30,0,0,1,0,0,1,3,1,0,2,2018,8,4,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2,1,1,8,3,30,1,0,0,0,1,1,2,0,1,5,2019,5,21,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1,7,18,0,40,0,1,0,0,0,1,1,1,0,5,2022,5,8,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,1,1,15,1,30,1,0,0,1,0,0,2,1,0,1,2018,1,16,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,2,0,23,3,30,0,0,1,1,0,0,5,1,1,0,2019,12,30,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1,2,0,23,3,30,0,0,1,1,0,0,5,1,1,0,2019,12,30,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,1,4,21,3,30,0,0,0,0,0,1,7,0,0,1,2020,7,17,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,12,1,50,1,1,0,0,1,1,8,0,0,0,2019,7,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,12,1,50,1,1,0,0,1,1,8,0,0,0,2019,7,29,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,5,18,3,30,0,0,0,0,0,0,1,0,1,0,2020,9,5,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,1,1,6,2,30,0,0,0,0,0,1,8,1,0,9,2022,2,22,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,9,2,30,1,0,0,1,0,1,3,0,0,2,2019,1,21,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2,2,0,9,2,30,1,0,0,1,0,1,3,0,0,2,2019,1,21,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,16,2,40,0,0,0,0,0,0,6,1,0,3,2020,8,5,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,1,2,8,3,30,0,0,0,0,0,0,0,0,1,0,2019,10,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2,1,7,9,0,30,0,0,0,0,0,0,7,1,0,6,2018,8,26,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,4,3,30,1,0,1,2,0,0,7,0,1,0,2020,11,24,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,1,0,7,2,70,1,0,0,1,1,0,5,0,0,2,2020,1,27,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,3,5,17,0,30,1,0,2,2,1,1,3,1,0,1,2018,3,3,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2,3,5,17,0,30,1,0,2,2,1,1,3,1,0,1,2018,3,3,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2,3,5,17,0,30,1,0,2,2,1,1,3,1,0,1,2018,3,3,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3,1,4,13,3,30,0,0,0,0,0,1,5,0,1,0,2022,2,11,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,1,13,3,30,1,0,0,1,0,0,5,0,0,4,2018,2,13,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2,1,4,8,2,30,1,0,0,0,0,0,5,0,1,3,2019,4,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
